observationID,mediaID,filePath,timestamp,observationType,scientificName,count,lifeStage,sex,behavior,observationComments
2be6aaef,2d97fa31,data/CAM 3 PT 3/RCNX0254.JPG,2025-07-22T09:35:34-09:00,unclassified,,,,,,
e6dbacd5,962ebb44,data/CAM 3 PT 3/RCNX0255.JPG,2025-07-22T09:35:34-09:00,unclassified,,,,,,
5b10a221,33ed084a,data/CAM 3 PT 3/RCNX0334.JPG,2025-07-23T02:47:53-09:00,unclassified,,,,,,
a7564102,6ad5d147,data/CAM 3 PT 3/RCNX0335.JPG,2025-07-23T02:47:54-09:00,unclassified,,,,,,
6777c65a,b83f6724,data/CAM 3 PT 3/RCNX0336.JPG,2025-07-23T02:47:54-09:00,unclassified,,,,,,
44d02f8c,7ca750b9,data/CAM 3 PT 3/RCNX0337.JPG,2025-07-23T02:47:56-09:00,unclassified,,,,,,
7e20a47f,6a2acf71,data/CAM 3 PT 3/RCNX0338.JPG,2025-07-23T02:47:57-09:00,unclassified,,,,,,
59f1c318,a5c0cbc7,data/CAM 3 PT 3/RCNX0339.JPG,2025-07-23T02:47:58-09:00,unclassified,,,,,,
f8528700,be513d49,data/CAM 3 PT 3/RCNX0340.JPG,2025-07-23T02:47:59-09:00,unclassified,,,,,,
d4eb857a,a18185c7,data/CAM 3 PT 3/RCNX0343.JPG,2025-07-23T08:31:31-09:00,unclassified,,,,,,
7eb727f8,0d49177a,data/CAM 3 PT 3/RCNX0344.JPG,2025-07-23T08:31:32-09:00,unclassified,,,,,,
5162f6ac,5577b0ff,data/CAM 3 PT 3/RCNX0345.JPG,2025-07-23T08:31:33-09:00,unclassified,,,,,,
39bfd226,cee828d4,data/CAM 3 PT 3/RCNX0346.JPG,2025-07-23T08:31:34-09:00,unclassified,,,,,,
0c64ff39,622ecc22,data/CAM 3 PT 3/RCNX0347.JPG,2025-07-23T08:31:34-09:00,unclassified,,,,,,
fb1a240a,9f3a6ad7,data/CAM 3 PT 3/RCNX0348.JPG,2025-07-23T08:31:35-09:00,unclassified,,,,,,
4c75776d,9265c8c9,data/CAM 3 PT 3/RCNX0352.JPG,2025-07-23T08:32:01-09:00,unclassified,,,,,,
6b35bbc5,c4cbc79e,data/CAM 3 PT 3/RCNX0353.JPG,2025-07-23T08:32:01-09:00,unclassified,,,,,,
e69c3bf2,8d160373,data/CAM 3 PT 3/RCNX0354.JPG,2025-07-23T08:32:02-09:00,unclassified,,,,,,
650bb384,6bedab64,data/CAM 3 PT 3/RCNX0355.JPG,2025-07-23T08:32:04-09:00,unclassified,,,,,,
9ae5d874,b078b5a9,data/CAM 3 PT 3/RCNX0356.JPG,2025-07-23T08:32:04-09:00,unclassified,,,,,,
5c1dcfb4,5e27c1b7,data/CAM 3 PT 3/RCNX0357.JPG,2025-07-23T08:32:05-09:00,unclassified,,,,,,
bd555e0d,e8d59240,data/CAM 3 PT 3/RCNX0358.JPG,2025-07-23T13:18:48-09:00,unclassified,,,,,,
d3af9614,15bb0e7d,data/CAM 4 PT 4/RCNX0358.JPG,2025-07-23T03:22:02-09:00,unclassified,,,,,,
a88d2388,fc3a89cd,data/CAM 4 PT 4/RCNX0359.JPG,2025-07-23T03:22:02-09:00,unclassified,,,,,,
5da13513,c75a501a,data/CAM 4 PT 4/RCNX0360.JPG,2025-07-23T03:22:03-09:00,unclassified,,,,,,
32895a9c,a5193871,data/CAM 4 PT 4/RCNX0361.JPG,2025-07-23T03:22:04-09:00,unclassified,,,,,,
c6a6c441,f4f5af71,data/CAM 4 PT 4/RCNX0362.JPG,2025-07-23T03:22:05-09:00,unclassified,,,,,,
f4ff9c2b,14f83819,data/CAM 4 PT 4/RCNX0363.JPG,2025-07-23T03:22:05-09:00,unclassified,,,,,,
1100f5a3,9e5fd231,data/CAM 4 PT 4/RCNX0364.JPG,2025-07-23T03:22:08-09:00,unclassified,,,,,,
4c39f72d,d3e38d5f,data/CAM 4 PT 4/RCNX0365.JPG,2025-07-23T03:22:08-09:00,unclassified,,,,,,
ba7666b1,51a5a3d3,data/CAM 4 PT 4/RCNX0366.JPG,2025-07-23T03:22:09-09:00,unclassified,,,,,,
b9d0f5d8,2a9127ab,data/CAM 4 PT 4/RCNX0367.JPG,2025-07-23T07:53:37-09:00,unclassified,,,,,,
037dc5b2,9f53ea02,data/CAM 4 PT 4/RCNX0368.JPG,2025-07-23T07:53:38-09:00,unclassified,,,,,,
387a4af0,e5b96913,data/CAM 4 PT 4/RCNX0369.JPG,2025-07-23T07:53:39-09:00,unclassified,,,,,,
9b0cb511,ec26fb97,data/CAM 4 PT 4/RCNX0370.JPG,2025-07-23T07:53:41-09:00,unclassified,,,,,,
c3fff3be,a4ded0e8,data/CAM 4 PT 4/RCNX0371.JPG,2025-07-23T07:53:42-09:00,unclassified,,,,,,
a66928d5,8799e4a8,data/CAM 4 PT 4/RCNX0372.JPG,2025-07-23T07:53:42-09:00,unclassified,,,,,,
29629d53,954a3bdf,data/CAM 4 PT 4/RCNX0373.JPG,2025-07-23T07:53:44-09:00,unclassified,,,,,,
